valueDate,vendorId,notes,organization,email,categoryName,vendorName,amount,currency
02-Jan-22,269781094,Service Fee,Ever Technologies,lsquiberh@ever.co,Service Fee,Upwork,-85,USD
17-Dec-21,268818112,Service Fee,Ever Technologies,kronchiri@ever.co,Service Fee,Upwork,-2,USD
12-Jan-22,267145725,Service Fee,Ever Technologies,rkornyshevrj@ever.co,Service Fee,Upwork,-37,USD
12-Dec-21,266743422,Service Fee,Ever Technologies,oguiderark@ever.co,Service Fee,Upwork,-75,USD
20-Nov-21,266806046,Service Fee,Ever Technologies,lsuggerl@ever.co,Service Fee,Upwork,-52,USD
11-Dec-21,267129178,Service Fee,Ever Technologies,dmagnayrm@ever.co,Service Fee,Upwork,-49,USD
25-Nov-21,268707713,Service Fee,Ever Technologies,pboolern@ever.co,Service Fee,Upwork,-20,USD
08-Nov-21,267409249,Service Fee,Ever Technologies,ccrookshanksro@ever.co,Service Fee,Upwork,-97,USD
01-Jan-22,267570540,Service Fee,Ever Technologies,ksynanrp@ever.co,Service Fee,Upwork,-71,USD
17-Dec-21,269676488,Service Fee,Ever Technologies,gduesburyrq@ever.co,Service Fee,Upwork,-54,USD
16-Dec-21,268029224,Service Fee,Ever Technologies,cmcilwainerr@ever.co,Service Fee,Upwork,-54,USD
